time,temperature_2m (°C),rain (mm),snowfall (cm),snowfall_height (m),sunshine_duration (s),wind_speed_10m (km/h),direct_normal_irradiance (W/m²),direct_normal_irradiance_instant (W/m²),precipitation (mm),weather_code (wmo code),is_day (),relative_humidity_2m (%)
2024-06-25T15:45,27.0,0.00,0.00,3410.00,900.00,14.6,419.9,412.4,0.00,1,1,47
2024-06-25T16:00,27.0,0.00,0.00,3430.00,900.00,14.9,433.0,424.4,0.00,1,1,48
2024-06-25T16:15,26.9,0.00,0.00,3420.00,900.00,14.8,463.1,453.0,0.00,1,1,48
2024-06-25T16:30,26.7,0.00,0.00,3420.00,900.00,14.8,495.5,483.6,0.00,1,1,49
2024-06-25T16:45,26.5,0.00,0.00,3410.00,900.00,14.4,519.2,505.5,0.00,0,1,51
2024-06-25T17:00,26.5,0.00,0.00,3400.00,900.00,13.9,543.4,527.7,0.00,0,1,52
2024-06-25T17:15,26.4,0.00,0.00,3390.00,900.00,13.1,566.1,548.2,0.00,0,1,53
2024-06-25T17:30,26.4,0.00,0.00,3380.00,900.00,12.0,583.3,563.0,0.00,0,1,54
2024-06-25T17:45,26.4,0.00,0.00,3370.00,900.00,10.8,591.5,569.0,0.00,0,1,55
2024-06-25T18:00,26.3,0.00,0.00,3360.00,900.00,9.9,595.3,570.3,0.00,0,1,56
2024-06-25T18:15,26.2,0.00,0.00,3380.00,900.00,9.1,593.1,565.5,0.00,0,1,58
2024-06-25T18:30,26.1,0.00,0.00,3390.00,900.00,8.4,580.2,550.2,0.00,0,1,59
2024-06-25T18:45,25.9,0.00,0.00,3410.00,900.00,7.7,555.6,523.5,0.00,0,1,61
2024-06-25T19:00,25.6,0.00,0.00,3420.00,900.00,7.1,514.4,480.8,0.00,0,1,63
2024-06-25T19:15,25.2,0.00,0.00,3430.00,900.00,6.6,464.7,429.9,0.00,0,1,66
2024-06-25T19:30,24.8,0.00,0.00,3440.00,900.00,6.2,415.5,379.3,0.00,0,1,69
2024-06-25T19:45,24.2,0.00,0.00,3440.00,900.00,6.0,367.2,329.0,0.00,0,1,72
2024-06-25T20:00,23.7,0.00,0.00,3450.00,900.00,6.0,313.5,273.1,0.00,0,1,75
2024-06-25T20:15,23.1,0.00,0.00,3450.00,900.00,6.3,268.1,222.7,0.00,0,1,76
2024-06-25T20:30,22.5,0.00,0.00,3450.00,363.51,7.1,188.2,123.2,0.00,0,1,78
2024-06-25T20:45,22.0,0.00,0.00,3450.00,233.41,7.7,112.2,33.6,0.00,0,1,79
2024-06-25T21:00,21.5,0.00,0.00,3450.00,0.00,8.1,0.0,0.0,0.00,0,1,79
2024-06-25T21:15,21.2,0.00,0.00,3460.00,0.00,8.1,0.0,0.0,0.00,0,0,80
2024-06-25T21:30,20.9,0.00,0.00,3470.00,0.00,8.1,0.0,0.0,0.00,0,0,81
2024-06-25T21:45,20.7,0.00,0.00,3470.00,0.00,7.9,0.0,0.0,0.00,0,0,81
2024-06-25T22:00,20.5,0.00,0.00,3480.00,0.00,7.9,0.0,0.0,0.00,0,0,82
2024-06-25T22:15,20.2,0.00,0.00,3460.00,0.00,7.9,0.0,0.0,0.00,0,0,82
2024-06-25T22:30,20.0,0.00,0.00,3450.00,0.00,7.9,0.0,0.0,0.00,0,0,82
2024-06-25T22:45,19.9,0.00,0.00,3430.00,0.00,7.8,0.0,0.0,0.00,0,0,82
2024-06-25T23:00,19.7,0.00,0.00,3410.00,0.00,7.7,0.0,0.0,0.00,0,0,83
2024-06-25T23:15,19.5,0.00,0.00,3400.00,0.00,7.6,0.0,0.0,0.00,0,0,83
2024-06-25T23:30,19.2,0.00,0.00,3390.00,0.00,7.2,0.0,0.0,0.00,0,0,84
2024-06-25T23:45,19.0,0.00,0.00,3380.00,0.00,6.9,0.0,0.0,0.00,0,0,85
2024-06-26T00:00,18.8,0.00,0.00,3370.00,0.00,6.6,0.0,0.0,0.00,0,0,86
2024-06-26T00:15,18.5,0.00,0.00,3380.00,0.00,6.3,0.0,0.0,0.00,0,0,87
2024-06-26T00:30,18.2,0.00,0.00,3390.00,0.00,6.1,0.0,0.0,0.00,0,0,88
2024-06-26T00:45,18.0,0.00,0.00,3400.00,0.00,6.1,0.0,0.0,0.00,0,0,89
2024-06-26T01:00,23.4,0.00,0.00,3410.00,0.00,6.2,0.0,0.0,0.00,0,0,1
2024-06-26T01:15,23.2,0.00,0.00,3400.00,0.00,6.4,0.0,0.0,0.00,0,0,1
2024-06-26T01:30,23.1,0.00,0.00,3380.00,0.00,6.8,0.0,0.0,0.00,0,0,1
2024-06-26T01:45,23.0,0.00,0.00,3370.00,0.00,7.2,0.0,0.0,0.00,0,0,1
2024-06-26T02:00,23.0,0.00,0.00,3350.00,0.00,7.5,0.0,0.0,0.00,0,0,1
2024-06-26T02:15,22.9,0.00,0.00,3330.00,0.00,7.6,0.0,0.0,0.00,0,0,1
2024-06-26T02:30,22.7,0.00,0.00,3310.00,0.00,7.5,0.0,0.0,0.00,0,0,1
2024-06-26T02:45,22.6,0.00,0.00,3290.00,0.00,7.4,0.0,0.0,0.00,0,0,1
2024-06-26T03:00,22.5,0.00,0.00,3270.00,0.00,7.1,0.0,0.0,0.00,0,0,1
2024-06-26T03:15,22.4,0.00,0.00,3240.00,0.00,6.9,0.0,0.0,0.00,0,0,1
2024-06-26T03:30,22.2,0.00,0.00,3210.00,0.00,6.6,0.0,0.0,0.00,0,0,1
2024-06-26T03:45,22.0,0.00,0.00,3180.00,0.00,6.4,0.0,0.0,0.00,0,0,1
2024-06-26T04:00,22.0,0.00,0.00,3150.00,0.00,6.1,0.0,0.0,0.00,0,0,1
2024-06-26T04:15,21.8,0.00,0.00,3130.00,0.00,5.9,0.0,0.0,0.00,0,0,1
2024-06-26T04:30,21.7,0.00,0.00,3100.00,0.00,5.7,0.0,0.0,0.00,0,0,1
2024-06-26T04:45,21.6,0.00,0.00,3080.00,0.00,5.6,0.0,0.0,0.00,0,1,1
2024-06-26T05:00,21.6,0.00,0.00,3050.00,0.00,5.6,11.0,9.0,0.00,0,1,1
2024-06-26T05:15,21.6,0.00,0.00,3030.00,0.00,5.7,57.6,61.9,0.00,0,1,1
2024-06-26T05:30,21.6,0.00,0.00,3020.00,549.89,5.9,133.3,156.6,0.00,0,1,1
2024-06-26T05:45,21.8,0.00,0.00,3000.00,900.00,6.3,192.7,218.2,0.00,0,1,1
2024-06-26T06:00,22.0,0.00,0.00,2980.00,900.00,6.1,245.0,271.0,0.00,0,1,1
2024-06-26T06:15,22.1,0.00,0.00,2960.00,900.00,5.3,285.1,310.3,0.00,0,1,1
2024-06-26T06:30,22.5,0.00,0.00,2940.00,900.00,4.3,320.9,345.2,0.00,0,1,1
2024-06-26T06:45,22.8,0.00,0.00,2910.00,900.00,3.2,361.1,385.0,0.00,0,1,1
2024-06-26T07:00,23.1,0.00,0.00,2890.00,900.00,2.5,398.4,421.7,0.00,0,1,1
2024-06-26T07:15,23.5,0.00,0.00,2880.00,900.00,2.4,433.7,456.3,0.00,0,1,1
2024-06-26T07:30,23.8,0.00,0.00,2870.00,900.00,2.6,467.6,489.4,0.00,0,1,1
2024-06-26T07:45,24.1,0.00,0.00,2850.00,900.00,2.9,500.5,521.6,0.00,0,1,1
2024-06-26T08:00,24.6,0.00,0.00,2840.00,900.00,3.2,527.7,547.9,0.00,0,1,1
2024-06-26T08:15,25.0,0.00,0.00,2850.00,900.00,3.5,555.2,574.5,0.00,0,1,1
2024-06-26T08:30,25.5,0.00,0.00,2870.00,900.00,4.0,578.5,596.8,0.00,0,1,1
2024-06-26T08:45,26.1,0.00,0.00,2880.00,900.00,4.5,598.4,615.5,0.00,0,1,1
2024-06-26T09:00,26.6,0.00,0.00,2890.00,900.00,4.9,617.7,633.8,0.00,0,1,1
2024-06-26T09:15,27.1,0.00,0.00,2900.00,900.00,5.4,632.6,647.6,0.00,0,1,1
2024-06-26T09:30,27.6,0.00,0.00,2910.00,900.00,5.6,645.9,659.9,0.00,0,1,1
2024-06-26T09:45,28.1,0.00,0.00,2910.00,900.00,6.0,656.2,669.0,0.00,0,1,0
2024-06-26T10:00,28.6,0.00,0.00,2920.00,900.00,6.3,664.0,675.7,0.00,0,1,0
2024-06-26T10:15,29.0,0.00,0.00,2930.00,900.00,6.4,670.0,680.5,0.00,0,1,0
2024-06-26T10:30,29.4,0.00,0.00,2950.00,900.00,6.5,672.6,682.1,0.00,0,1,0
2024-06-26T10:45,29.6,0.00,0.00,2960.00,900.00,6.6,674.5,682.9,0.00,0,1,0
2024-06-26T11:00,30.0,0.00,0.00,2970.00,900.00,6.6,676.0,683.3,0.00,0,1,0
2024-06-26T11:15,30.1,0.00,0.00,2980.00,900.00,6.8,673.8,680.0,0.00,0,1,0
2024-06-26T11:30,30.4,0.00,0.00,2990.00,900.00,6.7,670.3,675.5,0.00,0,1,0
2024-06-26T11:45,30.5,0.00,0.00,3000.00,900.00,6.8,665.7,669.9,0.00,0,1,0
2024-06-26T12:00,30.7,0.00,0.00,3010.00,900.00,6.6,658.6,661.8,0.00,0,1,0
2024-06-26T12:15,30.9,0.00,0.00,3010.00,900.00,6.3,651.0,653.1,0.00,0,1,0
2024-06-26T12:30,31.1,0.00,0.00,3020.00,900.00,5.6,646.3,647.6,0.00,1,1,0
2024-06-26T12:45,31.4,0.00,0.00,3020.00,900.00,5.0,648.3,648.6,0.00,1,1,0
2024-06-26T13:00,31.5,0.00,0.00,3020.00,900.00,4.5,660.2,659.6,0.00,1,1,0
2024-06-26T13:15,31.8,0.00,0.00,3030.00,900.00,4.2,673.6,672.0,0.00,1,1,0
2024-06-26T13:30,32.0,0.00,0.00,3050.00,900.00,4.4,686.7,684.2,0.00,1,1,0
2024-06-26T13:45,32.2,0.00,0.00,3060.00,900.00,4.6,692.5,689.0,0.00,0,1,0
2024-06-26T14:00,32.3,0.00,0.00,3070.00,900.00,4.9,694.3,689.7,0.00,0,1,0
2024-06-26T14:15,32.3,0.00,0.00,3090.00,900.00,5.0,693.5,687.9,0.00,0,1,0
2024-06-26T14:30,32.1,0.00,0.00,3110.00,900.00,4.9,691.6,685.0,0.00,0,1,0
2024-06-26T14:45,31.9,0.00,0.00,3130.00,900.00,4.9,688.3,680.6,0.00,0,1,0
2024-06-26T15:00,31.8,0.00,0.00,3150.00,900.00,4.7,686.8,678.0,0.00,0,1,0
2024-06-26T15:15,31.8,0.00,0.00,3160.00,900.00,4.5,681.1,671.3,0.00,0,1,0
2024-06-26T15:30,31.8,0.00,0.00,3170.00,900.00,4.6,676.5,665.6,0.00,0,1,0
2024-06-26T15:45,31.9,0.00,0.00,3180.00,900.00,4.5,670.5,658.5,0.00,0,1,0
2024-06-26T16:00,31.9,0.00,0.00,3190.00,900.00,4.3,662.7,649.6,0.00,0,1,0
2024-06-26T16:15,31.9,0.00,0.00,3200.00,900.00,4.3,654.6,640.3,0.00,0,1,0
2024-06-26T16:30,32.0,0.00,0.00,3210.00,900.00,4.2,641.4,626.0,0.00,0,1,0
2024-06-26T16:45,32.0,0.00,0.00,3210.00,900.00,4.1,626.8,610.3,0.00,0,1,0
2024-06-26T17:00,32.0,0.00,0.00,3220.00,900.00,3.9,607.8,590.2,0.00,0,1,0
2024-06-26T17:15,31.8,0.00,0.00,3220.00,900.00,3.6,585.9,567.4,0.00,1,1,0
2024-06-26T17:30,31.6,0.00,0.00,3220.00,900.00,3.2,563.0,543.4,0.00,1,1,0
2024-06-26T17:45,31.4,0.00,0.00,3220.00,900.00,2.9,535.9,515.5,0.00,1,1,0
2024-06-26T18:00,31.2,0.00,0.00,3220.00,900.00,2.9,509.3,487.8,0.00,2,1,0
2024-06-26T18:15,31.0,0.00,0.00,3210.00,900.00,3.1,479.8,457.5,0.00,2,1,0
2024-06-26T18:30,30.8,0.00,0.00,3210.00,900.00,3.3,446.9,423.8,0.00,3,1,0
2024-06-26T18:45,30.5,0.00,0.00,3200.00,900.00,3.7,412.7,388.8,0.00,3,1,0
2024-06-26T19:00,30.4,0.00,0.00,3190.00,900.00,3.9,380.3,355.4,0.00,3,1,0
2024-06-26T19:15,30.1,0.00,0.00,3180.00,900.00,4.1,346.0,320.0,0.00,3,1,0
2024-06-26T19:30,29.9,0.00,0.00,3180.00,900.00,4.7,291.7,266.2,0.00,2,1,0
2024-06-26T19:45,29.6,0.00,0.00,3170.00,900.00,5.4,219.8,196.9,0.00,1,1,0
2024-06-26T20:00,29.4,0.00,0.00,3160.00,528.81,6.1,130.5,113.6,0.00,0,1,0
2024-06-26T20:15,29.0,0.00,0.00,3160.00,0.00,6.6,54.4,45.1,0.00,0,1,0
2024-06-26T20:30,28.5,0.00,0.00,3160.00,0.00,7.5,13.5,8.8,0.00,0,1,1
2024-06-26T20:45,28.0,0.00,0.00,3150.00,0.00,8.5,0.0,0.0,0.00,0,1,1
2024-06-26T21:00,27.5,0.00,0.00,3150.00,0.00,8.9,0.0,0.0,0.00,0,1,1
2024-06-26T21:15,27.1,0.00,0.00,3150.00,0.00,8.5,0.0,0.0,0.00,0,0,1
2024-06-26T21:30,26.6,0.00,0.00,3140.00,0.00,7.7,0.0,0.0,0.00,0,0,1
2024-06-26T21:45,26.3,0.00,0.00,3140.00,0.00,7.9,0.0,0.0,0.00,0,0,1
2024-06-26T22:00,26.0,0.00,0.00,3130.00,0.00,8.5,0.0,0.0,0.00,0,0,1
2024-06-26T22:15,26.0,0.00,0.00,3130.00,0.00,8.8,0.0,0.0,0.00,0,0,1
2024-06-26T22:30,26.1,0.00,0.00,3130.00,0.00,8.9,0.0,0.0,0.00,0,0,1
2024-06-26T22:45,26.3,0.00,0.00,3130.00,0.00,8.5,0.0,0.0,0.00,0,0,1
2024-06-26T23:00,26.4,0.00,0.00,3130.00,0.00,7.7,0.0,0.0,0.00,0,0,1
2024-06-26T23:15,26.2,0.00,0.00,3110.00,0.00,6.1,0.0,0.0,0.00,0,0,1
2024-06-26T23:30,26.1,0.00,0.00,3100.00,0.00,3.5,0.0,0.0,0.00,0,0,1
2024-06-26T23:45,26.0,0.00,0.00,3080.00,0.00,1.2,0.0,0.0,0.00,0,0,1
2024-06-27T00:00,25.8,0.00,0.00,3060.00,0.00,0.8,0.0,0.0,0.00,0,0,1
2024-06-27T00:15,25.5,0.00,0.00,3080.00,0.00,1.8,0.0,0.0,0.00,0,0,1
2024-06-27T00:30,25.0,0.00,0.00,3100.00,0.00,2.4,0.0,0.0,0.00,0,0,1
2024-06-27T00:45,24.7,0.00,0.00,3110.00,0.00,2.8,0.0,0.0,0.00,0,0,1
2024-06-27T01:00,24.5,0.00,0.00,3130.00,0.00,3.2,0.0,0.0,0.00,0,0,1
2024-06-27T01:15,24.5,0.00,0.00,3110.00,0.00,3.9,0.0,0.0,0.00,0,0,1
2024-06-27T01:30,24.6,0.00,0.00,3090.00,0.00,4.7,0.0,0.0,0.00,0,0,1
2024-06-27T01:45,24.7,0.00,0.00,3070.00,0.00,5.6,0.0,0.0,0.00,1,0,1
2024-06-27T02:00,24.7,0.00,0.00,3050.00,0.00,6.1,0.0,0.0,0.00,1,0,1
2024-06-27T02:15,24.4,0.00,0.00,3020.00,0.00,5.9,0.0,0.0,0.00,1,0,1
2024-06-27T02:30,24.0,0.00,0.00,3000.00,0.00,5.3,0.0,0.0,0.00,1,0,1
2024-06-27T02:45,23.5,0.00,0.00,2970.00,0.00,4.6,0.0,0.0,0.00,1,0,1
2024-06-27T03:00,23.2,0.00,0.00,2940.00,0.00,4.1,0.0,0.0,0.00,1,0,1
2024-06-27T03:15,23.3,0.00,0.00,2900.00,0.00,3.6,0.0,0.0,0.00,1,0,1
2024-06-27T03:30,23.6,0.00,0.00,2850.00,0.00,3.2,0.0,0.0,0.00,1,0,1
2024-06-27T03:45,23.9,0.00,0.00,2810.00,0.00,3.0,0.0,0.0,0.00,0,0,1
2024-06-27T04:00,23.9,0.00,0.00,2760.00,0.00,3.1,0.0,0.0,0.00,0,0,1
2024-06-27T04:15,23.4,0.00,0.00,2760.00,0.00,4.1,0.0,0.0,0.00,0,0,1
2024-06-27T04:30,22.5,0.00,0.00,2750.00,0.00,6.4,0.0,0.0,0.00,0,0,1
2024-06-27T04:45,21.7,0.00,0.00,2750.00,0.00,8.7,0.0,0.0,0.00,0,1,1
2024-06-27T05:00,21.2,0.00,0.00,2740.00,0.00,10.3,7.9,6.3,0.00,0,1,1
2024-06-27T05:15,21.2,0.00,0.00,2780.00,0.00,10.8,37.3,39.8,0.00,0,1,1
2024-06-27T05:30,21.5,0.00,0.00,2810.00,259.54,10.7,94.6,111.3,0.00,0,1,1
2024-06-27T05:45,22.0,0.00,0.00,2850.00,623.12,10.3,143.1,162.1,0.00,0,1,1
2024-06-27T06:00,22.4,0.00,0.00,2880.00,900.00,9.8,196.2,217.1,0.00,0,1,1
2024-06-27T06:15,22.6,0.00,0.00,2910.00,900.00,9.2,253.8,276.4,0.00,0,1,1
2024-06-27T06:30,22.9,0.00,0.00,2940.00,900.00,8.5,304.2,327.3,0.00,0,1,1
2024-06-27T06:45,23.2,0.00,0.00,2970.00,900.00,7.8,356.4,380.1,0.00,0,1,1
2024-06-27T07:00,23.5,0.00,0.00,3000.00,900.00,7.2,400.8,424.2,0.00,0,1,1
2024-06-27T07:15,24.0,0.00,0.00,3020.00,900.00,6.8,442.1,465.2,0.00,0,1,1
2024-06-27T07:30,24.4,0.00,0.00,3050.00,900.00,6.3,478.5,500.9,0.00,0,1,1
2024-06-27T07:45,24.9,0.00,0.00,3070.00,900.00,5.9,510.9,532.4,0.00,0,1,1
2024-06-27T08:00,25.2,0.00,0.00,3090.00,900.00,5.6,540.2,560.9,0.00,0,1,1
2024-06-27T08:15,25.5,0.00,0.00,2980.00,900.00,5.6,564.7,584.3,0.00,0,1,1
2024-06-27T08:30,25.6,0.00,0.00,2880.00,900.00,5.8,585.2,603.7,0.00,0,1,1
2024-06-27T08:45,25.8,0.00,0.00,2770.00,900.00,6.2,600.1,617.4,0.00,0,1,0
2024-06-27T09:00,26.0,0.00,0.00,2660.00,900.00,6.4,612.7,628.8,0.00,0,1,0
2024-06-27T09:15,26.4,0.00,0.00,2660.00,900.00,6.7,621.3,636.1,0.00,0,1,0
2024-06-27T09:30,26.8,0.00,0.00,2650.00,900.00,7.2,626.6,640.1,0.00,0,1,0
2024-06-27T09:45,27.1,0.00,0.00,2650.00,900.00,7.4,631.2,643.6,0.00,0,1,0
2024-06-27T10:00,27.5,0.00,0.00,2640.00,900.00,7.9,637.6,648.9,0.00,1,1,0
2024-06-27T10:15,27.8,0.00,0.00,2660.00,900.00,8.4,642.2,652.4,0.00,1,1,0
2024-06-27T10:30,28.0,0.00,0.00,2690.00,900.00,9.1,637.8,646.8,0.00,1,1,0
2024-06-27T10:45,28.2,0.00,0.00,2710.00,900.00,9.6,625.3,633.1,0.00,1,1,0
2024-06-27T11:00,28.4,0.00,0.00,2730.00,900.00,10.3,623.9,630.6,0.00,2,1,0
2024-06-27T11:15,28.6,0.00,0.00,2740.00,900.00,11.2,608.0,613.6,0.00,2,1,0
2024-06-27T11:30,28.9,0.00,0.00,2740.00,900.00,12.3,550.4,554.7,0.00,2,1,0
2024-06-27T11:45,29.0,0.00,0.00,2750.00,900.00,13.6,416.6,419.2,0.00,2,1,0
2024-06-27T12:00,29.3,0.00,0.00,2750.00,900.00,14.6,204.8,205.7,0.00,2,1,0
2024-06-27T12:15,29.5,0.00,0.00,2800.00,0.00,15.3,57.7,57.9,0.00,1,1,0
2024-06-27T12:30,29.8,0.00,0.00,2850.00,0.00,15.8,10.2,10.2,0.00,1,1,0
2024-06-27T12:45,30.0,0.00,0.00,2890.00,0.00,16.1,7.5,7.5,0.00,1,1,0
2024-06-27T13:00,30.1,0.00,0.00,2940.00,0.00,16.2,38.1,38.1,0.00,1,1,0
2024-06-27T13:15,30.2,0.00,0.00,2900.00,584.03,16.0,137.9,137.6,0.00,1,1,0
2024-06-27T13:30,30.3,0.00,0.00,2850.00,900.00,15.7,271.7,270.7,0.00,2,1,0
2024-06-27T13:45,30.4,0.00,0.00,2810.00,900.00,15.4,303.6,302.1,0.00,3,1,0
2024-06-27T14:00,30.4,0.00,0.00,2760.00,900.00,15.4,221.8,220.3,0.00,3,1,0
2024-06-27T14:15,30.2,0.00,0.00,2840.00,488.36,15.9,125.1,124.1,0.00,3,1,0
2024-06-27T14:30,30.1,0.00,0.00,2910.00,103.27,16.7,73.8,73.1,0.00,3,1,0
2024-06-27T14:45,30.0,0.00,0.00,2990.00,161.27,17.3,81.5,80.6,0.00,2,1,0
2024-06-27T15:00,30.0,0.00,0.00,3060.00,664.86,17.9,148.6,146.8,0.00,2,1,0
2024-06-27T15:15,30.1,0.00,0.00,2990.00,900.00,18.0,273.8,269.8,0.00,2,1,0
2024-06-27T15:30,30.2,0.00,0.00,2930.00,900.00,17.9,418.3,411.6,0.00,1,1,0
2024-06-27T15:45,30.4,0.00,0.00,2860.00,900.00,17.7,508.5,499.4,0.00,0,1,0
2024-06-27T16:00,30.5,0.00,0.00,2790.00,900.00,17.7,559.0,547.9,0.00,0,1,0
2024-06-27T16:15,30.5,0.00,0.00,2820.00,900.00,17.9,585.6,572.8,0.00,1,1,0
2024-06-27T16:30,30.3,0.00,0.00,2840.00,900.00,18.4,594.0,579.8,0.00,1,1,0
2024-06-27T16:45,30.1,0.00,0.00,2870.00,900.00,18.8,597.9,582.1,0.00,2,1,0
2024-06-27T17:00,29.9,0.00,0.00,2890.00,900.00,19.3,591.6,574.5,0.00,3,1,0
2024-06-27T17:15,29.6,0.00,0.00,2820.00,900.00,19.7,571.6,553.4,0.00,3,1,0
2024-06-27T17:30,29.4,0.00,0.00,2760.00,900.00,20.1,540.5,521.8,0.00,3,1,0
2024-06-27T17:45,29.0,0.00,0.00,2690.00,900.00,20.4,491.6,472.8,0.00,3,1,0
2024-06-27T18:00,28.6,0.00,0.00,2620.00,900.00,20.7,419.2,401.5,0.00,3,1,0
2024-06-27T18:15,28.0,0.00,0.00,2690.00,900.00,20.8,346.0,329.9,0.00,3,1,0
2024-06-27T18:30,27.4,0.00,0.00,2750.00,900.00,20.7,286.2,271.4,0.00,3,1,0
2024-06-27T18:45,26.7,0.00,0.00,2820.00,900.00,20.6,260.8,245.7,0.00,3,1,0
2024-06-27T19:00,26.0,0.00,0.00,2880.00,900.00,20.4,263.2,246.0,0.00,3,1,0
2024-06-27T19:15,25.5,0.00,0.00,2780.00,900.00,20.5,273.7,253.2,0.00,3,1,0
2024-06-27T19:30,24.9,0.00,0.00,2680.00,900.00,20.3,274.9,250.9,0.00,3,1,0
2024-06-27T19:45,24.2,0.00,0.00,2580.00,900.00,20.3,248.4,222.4,0.00,3,1,0
2024-06-27T20:00,23.8,0.00,0.00,2480.00,900.00,20.0,208.2,181.3,0.00,3,1,0
2024-06-27T20:15,23.2,0.00,0.00,2530.00,742.01,19.6,158.9,131.9,0.00,3,1,0
2024-06-27T20:30,22.9,0.00,0.00,2580.00,141.53,18.8,108.3,70.4,0.00,3,1,1
2024-06-27T20:45,22.5,0.00,0.00,2630.00,0.00,18.2,55.3,16.2,0.00,3,1,1
2024-06-27T21:00,22.1,0.00,0.00,2680.00,0.00,17.9,0.0,0.0,0.00,3,1,1
2024-06-27T21:15,21.8,0.00,0.00,2830.00,0.00,18.3,0.0,0.0,0.00,3,0,1
2024-06-27T21:30,21.5,0.00,0.00,2980.00,0.00,18.9,0.0,0.0,0.00,3,0,1
2024-06-27T21:45,21.3,0.00,0.00,3130.00,0.00,19.8,0.0,0.0,0.00,3,0,1
2024-06-27T22:00,21.0,0.00,0.00,3280.00,0.00,19.9,0.0,0.0,0.00,3,0,1
2024-06-27T22:15,20.8,0.00,0.00,3170.00,0.00,19.6,0.0,0.0,0.00,3,0,1
2024-06-27T22:30,20.5,0.00,0.00,3060.00,0.00,18.7,0.0,0.0,0.00,2,0,1
2024-06-27T22:45,20.3,0.00,0.00,2940.00,0.00,17.7,0.0,0.0,0.00,2,0,1
2024-06-27T23:00,20.1,0.00,0.00,2830.00,0.00,17.2,0.0,0.0,0.00,1,0,1
2024-06-27T23:15,19.9,0.00,0.00,2780.00,0.00,17.3,0.0,0.0,0.00,1,0,1
2024-06-27T23:30,19.7,0.00,0.00,2720.00,0.00,17.4,0.0,0.0,0.00,0,0,1
2024-06-27T23:45,19.5,0.00,0.00,2670.00,0.00,17.7,0.0,0.0,0.00,0,0,1
2024-06-28T00:00,19.2,0.00,0.00,2610.00,0.00,17.9,0.0,0.0,0.00,0,0,1
2024-06-28T00:15,18.9,0.00,0.00,2590.00,0.00,17.8,0.0,0.0,0.00,0,0,1
2024-06-28T00:30,18.4,0.00,0.00,2580.00,0.00,17.5,0.0,0.0,0.00,0,0,1
2024-06-28T00:45,17.9,0.00,0.00,2560.00,0.00,17.1,0.0,0.0,0.00,0,0,1
2024-06-28T01:00,17.5,0.00,0.00,2540.00,0.00,16.8,0.0,0.0,0.00,0,0,1
2024-06-28T01:15,17.2,0.00,0.00,2300.00,0.00,16.2,0.0,0.0,0.00,0,0,1
2024-06-28T01:30,17.1,0.00,0.00,2060.00,0.00,15.8,0.0,0.0,0.00,0,0,1
2024-06-28T01:45,17.0,0.00,0.00,1810.00,0.00,15.2,0.0,0.0,0.00,0,0,1
2024-06-28T02:00,16.8,0.00,0.00,1570.00,0.00,14.9,0.0,0.0,0.00,0,0,1
2024-06-28T02:15,16.6,0.00,0.00,1570.00,0.00,14.9,0.0,0.0,0.00,0,0,1
2024-06-28T02:30,16.4,0.00,0.00,1560.00,0.00,15.1,0.0,0.0,0.00,0,0,1
2024-06-28T02:45,16.1,0.00,0.00,1560.00,0.00,15.4,0.0,0.0,0.00,0,0,1
2024-06-28T03:00,15.9,0.00,0.00,1550.00,0.00,15.6,0.0,0.0,0.00,0,0,1
2024-06-28T03:15,15.7,0.00,0.00,1500.00,0.00,15.7,0.0,0.0,0.00,0,0,1
2024-06-28T03:30,15.5,0.00,0.00,1450.00,0.00,15.7,0.0,0.0,0.00,0,0,1
2024-06-28T03:45,15.3,0.00,0.00,1400.00,0.00,15.6,0.0,0.0,0.00,0,0,1
2024-06-28T04:00,15.1,0.00,0.00,1350.00,0.00,15.6,0.0,0.0,0.00,0,0,1
2024-06-28T04:15,15.1,0.00,0.00,1370.00,0.00,15.5,0.0,0.0,0.00,0,0,1
2024-06-28T04:30,14.9,0.00,0.00,1390.00,0.00,15.2,0.0,0.0,0.00,0,0,1
2024-06-28T04:45,14.9,0.00,0.00,1410.00,0.00,15.1,0.0,0.0,0.00,0,1,1
2024-06-28T05:00,14.9,0.00,0.00,1430.00,0.00,15.1,0.0,0.0,0.00,0,1,1
2024-06-28T05:15,14.9,0.00,0.00,1470.00,0.00,15.4,3.1,3.3,0.00,0,1,1
2024-06-28T05:30,14.9,0.00,0.00,1510.00,0.00,16.0,13.8,16.3,0.00,1,1,1
2024-06-28T05:45,14.9,0.00,0.00,1540.00,0.00,16.8,39.8,45.2,0.00,1,1,1
2024-06-28T06:00,15.0,0.00,0.00,1580.00,286.84,17.2,98.2,108.8,0.00,1,1,1
2024-06-28T06:15,15.1,0.00,0.00,1540.00,900.00,17.5,192.1,209.3,0.00,1,1,1
2024-06-28T06:30,15.4,0.00,0.00,1510.00,900.00,17.8,303.0,326.2,0.00,1,1,1
2024-06-28T06:45,15.6,0.00,0.00,1470.00,900.00,18.0,384.2,409.8,0.00,1,1,1
2024-06-28T07:00,15.9,0.00,0.00,1430.00,900.00,18.1,436.5,462.1,0.00,1,1,1
2024-06-28T07:15,16.2,0.00,0.00,1070.00,900.00,18.2,466.2,490.6,0.00,1,1,1
2024-06-28T07:30,16.6,0.00,0.00,720.00,900.00,18.2,492.4,515.6,0.00,0,1,1
