time,temperature_2m (°C),rain (mm),snowfall (cm),snowfall_height (m),sunshine_duration (s),wind_speed_10m (km/h),direct_normal_irradiance (W/m²),direct_normal_irradiance_instant (W/m²),precipitation (mm),weather_code (wmo code),is_day (),relative_humidity_2m (%)
2024-11-18T07:45,8.1,0.00,0.00,780.00,0.00,12.6,0.0,0.0,0.00,3,0,87
2024-11-18T08:00,8.1,0.00,0.00,790.00,0.00,12.2,0.0,0.0,0.00,3,0,87
2024-11-18T08:15,8.1,0.00,0.00,800.00,0.00,11.9,0.0,0.0,0.00,3,1,86
2024-11-18T08:30,7.9,0.00,0.00,810.00,0.00,11.9,0.5,0.4,0.00,3,1,86
2024-11-18T08:45,7.8,0.00,0.00,820.00,0.00,11.5,4.2,4.4,0.00,3,1,85
2024-11-18T09:00,7.8,0.00,0.00,830.00,0.00,11.5,1.7,2.0,0.00,3,1,85
2024-11-18T09:15,7.8,0.00,0.00,820.00,0.00,11.5,0.0,0.0,0.00,3,1,85
2024-11-18T09:30,7.8,0.00,0.00,820.00,0.00,11.5,0.0,0.0,0.00,3,1,86
2024-11-18T09:45,7.8,0.00,0.00,810.00,0.00,11.5,0.0,0.0,0.00,3,1,86
2024-11-18T10:00,8.0,0.00,0.00,800.00,0.00,11.5,0.3,0.4,0.00,3,1,86
2024-11-18T10:15,8.2,0.00,0.00,810.00,0.00,11.2,1.6,1.7,0.00,3,1,85
2024-11-18T10:30,8.4,0.00,0.00,820.00,0.00,11.2,4.6,4.8,0.00,3,1,83
2024-11-18T10:45,8.8,0.00,0.00,830.00,0.00,10.8,13.7,14.2,0.00,2,1,81
2024-11-18T11:00,8.9,0.00,0.00,840.00,0.00,10.1,43.5,44.7,0.00,2,1,80
2024-11-18T11:15,8.9,0.00,0.00,820.00,346.10,9.0,106.1,108.4,0.00,2,1,80
2024-11-18T11:30,8.8,0.00,0.00,800.00,863.96,7.9,175.2,178.1,0.00,3,1,82
2024-11-18T11:45,8.6,0.00,0.00,770.00,900.00,6.5,209.9,212.5,0.00,3,1,83
2024-11-18T12:00,8.6,0.00,0.00,750.00,900.00,6.1,197.2,198.9,0.00,3,1,83
2024-11-18T12:15,8.8,0.00,0.00,770.00,781.14,6.5,164.2,164.9,0.00,3,1,82
2024-11-18T12:30,8.9,0.00,0.00,780.00,562.81,7.9,135.0,135.1,0.00,3,1,80
2024-11-18T12:45,9.1,0.00,0.00,800.00,487.50,9.0,125.0,124.6,0.00,3,1,78
2024-11-18T13:00,9.3,0.00,0.00,810.00,491.69,10.1,125.6,124.7,0.00,3,1,76
2024-11-18T13:15,9.4,0.00,0.00,800.00,529.24,10.4,130.6,129.2,0.00,3,1,75
2024-11-18T13:30,9.6,0.00,0.00,790.00,587.46,10.4,138.3,136.3,0.00,3,1,74
2024-11-18T13:45,9.6,0.00,0.00,780.00,688.66,10.4,151.8,148.9,0.00,3,1,74
2024-11-18T14:00,9.6,0.00,0.00,770.00,900.00,10.4,180.7,176.4,0.00,3,1,74
2024-11-18T14:15,9.6,0.00,0.00,780.00,900.00,10.1,212.3,205.9,0.00,3,1,75
2024-11-18T14:30,9.5,0.00,0.00,790.00,900.00,9.7,216.5,208.7,0.00,3,1,76
2024-11-18T14:45,9.4,0.00,0.00,790.00,813.61,9.0,168.5,161.2,0.00,3,1,76
2024-11-18T15:00,9.3,0.00,0.00,800.00,186.20,8.6,84.8,80.4,0.00,3,1,77
2024-11-18T15:15,9.2,0.00,0.00,790.00,0.00,7.9,22.6,21.1,0.00,3,1,77
2024-11-18T15:30,9.2,0.00,0.00,780.00,0.00,7.2,0.9,0.8,0.00,3,1,76
2024-11-18T15:45,9.1,0.00,0.00,760.00,0.00,6.8,0.0,0.0,0.00,3,1,76
2024-11-18T16:00,9.1,0.00,0.00,750.00,0.00,6.5,0.0,0.0,0.00,3,1,75
2024-11-18T16:15,9.1,0.00,0.00,740.00,0.00,6.8,0.0,0.0,0.00,3,1,74
2024-11-18T16:30,9.1,0.00,0.00,720.00,0.00,7.6,0.0,0.0,0.00,3,1,73
2024-11-18T16:45,9.1,0.00,0.00,710.00,0.00,7.9,0.0,0.0,0.00,3,1,73
2024-11-18T17:00,9.0,0.00,0.00,690.00,0.00,8.3,0.0,0.0,0.00,3,0,73
2024-11-18T17:15,8.9,0.00,0.00,710.00,0.00,7.6,0.0,0.0,0.00,3,0,74
2024-11-18T17:30,8.9,0.00,0.00,720.00,0.00,6.8,0.0,0.0,0.00,3,0,77
2024-11-18T17:45,8.9,0.00,0.00,740.00,0.00,5.8,0.0,0.0,0.00,3,0,79
2024-11-18T18:00,8.9,0.00,0.00,750.00,0.00,5.0,0.0,0.0,0.00,3,0,81
2024-11-18T18:15,8.7,0.00,0.00,750.00,0.00,5.0,0.0,0.0,0.00,3,0,82
2024-11-18T18:30,8.6,0.00,0.00,750.00,0.00,5.0,0.0,0.0,0.00,3,0,83
2024-11-18T18:45,8.4,0.00,0.00,750.00,0.00,5.8,0.0,0.0,0.00,3,0,84
2024-11-18T19:00,8.2,0.00,0.00,750.00,0.00,6.1,0.0,0.0,0.00,3,0,84
2024-11-18T19:15,8.2,0.00,0.00,770.00,0.00,6.8,0.0,0.0,0.10,51,0,83
2024-11-18T19:30,8.2,0.00,0.00,800.00,0.00,7.9,0.0,0.0,0.10,51,0,82
2024-11-18T19:45,8.2,0.00,0.00,820.00,0.00,8.6,0.0,0.0,0.10,51,0,81
2024-11-18T20:00,8.2,0.00,0.00,840.00,0.00,9.0,0.0,0.0,0.10,51,0,81
2024-11-18T20:15,8.1,0.00,0.00,820.00,0.00,8.6,0.0,0.0,0.00,3,0,82
2024-11-18T20:30,8.1,0.00,0.00,810.00,0.00,7.6,0.0,0.0,0.00,3,0,84
2024-11-18T20:45,8.1,0.00,0.00,790.00,0.00,6.8,0.0,0.0,0.00,3,0,86
2024-11-18T21:00,8.1,0.00,0.00,770.00,0.00,6.5,0.0,0.0,0.00,3,0,88
2024-11-18T21:15,7.9,0.00,0.00,800.00,0.00,6.8,0.0,0.0,0.10,51,0,89
2024-11-18T21:30,7.8,0.00,0.00,830.00,0.00,7.9,0.0,0.0,0.10,51,0,89
2024-11-18T21:45,7.6,0.00,0.00,860.00,0.00,9.0,0.0,0.0,0.10,51,0,89
2024-11-18T22:00,7.4,0.00,0.00,890.00,0.00,9.7,0.0,0.0,0.10,51,0,89
2024-11-18T22:15,7.4,0.00,0.00,910.00,0.00,10.4,0.0,0.0,0.20,53,0,89
2024-11-18T22:30,7.3,0.00,0.00,920.00,0.00,11.2,0.0,0.0,0.20,53,0,89
2024-11-18T22:45,7.3,0.00,0.00,940.00,0.00,11.9,0.0,0.0,0.20,53,0,88
2024-11-18T23:00,7.3,0.00,0.00,950.00,0.00,12.2,0.0,0.0,0.20,53,0,88
2024-11-18T23:15,7.3,0.00,0.00,1060.00,0.00,12.2,0.0,0.0,0.10,51,0,88
2024-11-18T23:30,7.3,0.00,0.00,1180.00,0.00,11.9,0.0,0.0,0.10,51,0,88
2024-11-18T23:45,7.3,0.00,0.00,1290.00,0.00,11.5,0.0,0.0,0.10,51,0,89
2024-11-19T00:00,7.3,0.00,0.00,1400.00,0.00,11.5,0.0,0.0,0.10,51,0,89
2024-11-19T00:15,7.3,0.00,0.00,1430.00,0.00,11.9,0.0,0.0,0.20,53,0,90
2024-11-19T00:30,7.3,0.00,0.00,1470.00,0.00,12.6,0.0,0.0,0.20,53,0,90
2024-11-19T00:45,7.3,0.00,0.00,1500.00,0.00,13.0,0.0,0.0,0.20,53,0,91
2024-11-19T01:00,7.4,0.00,0.00,1530.00,0.00,13.7,0.0,0.0,0.20,53,0,92
2024-11-19T01:15,7.6,0.00,0.00,1550.00,0.00,14.0,0.0,0.0,0.40,61,0,93
2024-11-19T01:30,7.8,0.00,0.00,1560.00,0.00,13.7,0.0,0.0,0.40,61,0,93
2024-11-19T01:45,8.0,0.00,0.00,1580.00,0.00,14.0,0.0,0.0,0.40,61,0,94
2024-11-19T02:00,8.4,0.00,0.00,1590.00,0.00,15.1,0.0,0.0,0.40,61,0,94
2024-11-19T02:15,8.9,0.00,0.00,1620.00,0.00,17.3,0.0,0.0,0.10,51,0,94
2024-11-19T02:30,9.4,0.00,0.00,1640.00,0.00,20.5,0.0,0.0,0.10,51,0,93
2024-11-19T02:45,10.1,0.00,0.00,1670.00,0.00,23.8,0.0,0.0,0.10,51,0,93
2024-11-19T03:00,10.5,0.00,0.00,1690.00,0.00,26.3,0.0,0.0,0.10,51,0,92
2024-11-19T03:15,10.8,0.00,0.00,1710.00,0.00,28.1,0.0,0.0,0.30,55,0,92
2024-11-19T03:30,10.9,0.00,0.00,1730.00,0.00,29.2,0.0,0.0,0.30,55,0,91
2024-11-19T03:45,10.9,0.00,0.00,1750.00,0.00,30.2,0.0,0.0,0.30,55,0,91
2024-11-19T04:00,11.0,0.00,0.00,1770.00,0.00,31.0,0.0,0.0,0.30,55,0,91
2024-11-19T04:15,11.0,0.00,0.00,1790.00,0.00,31.3,0.0,0.0,0.40,61,0,91
2024-11-19T04:30,11.0,0.00,0.00,1810.00,0.00,31.3,0.0,0.0,0.40,61,0,91
2024-11-19T04:45,11.0,0.00,0.00,1830.00,0.00,31.3,0.0,0.0,0.40,61,0,92
2024-11-19T05:00,11.0,0.00,0.00,1850.00,0.00,31.3,0.0,0.0,0.40,61,0,92
2024-11-19T05:15,11.0,0.00,0.00,1840.00,0.00,31.3,0.0,0.0,0.40,61,0,92
2024-11-19T05:30,11.0,0.00,0.00,1820.00,0.00,31.7,0.0,0.0,0.40,61,0,92
2024-11-19T05:45,11.1,0.00,0.00,1810.00,0.00,31.7,0.0,0.0,0.40,61,0,92
2024-11-19T06:00,11.1,0.00,0.00,1790.00,0.00,31.7,0.0,0.0,0.40,61,0,92
2024-11-19T06:15,11.2,0.00,0.00,1770.00,0.00,31.7,0.0,0.0,1.00,63,0,92
2024-11-19T06:30,11.3,0.00,0.00,1750.00,0.00,31.3,0.0,0.0,1.00,63,0,92
2024-11-19T06:45,11.4,0.00,0.00,1730.00,0.00,31.0,0.0,0.0,1.00,63,0,91
2024-11-19T07:00,11.5,0.00,0.00,1710.00,0.00,30.2,0.0,0.0,1.00,63,0,91
2024-11-19T07:15,11.5,0.00,0.00,1690.00,0.00,29.2,0.0,0.0,0.40,61,0,91
2024-11-19T07:30,11.4,0.00,0.00,1670.00,0.00,27.4,0.0,0.0,0.40,61,0,91
2024-11-19T07:45,11.4,0.00,0.00,1650.00,0.00,25.9,0.0,0.0,0.40,61,0,91
2024-11-19T08:00,11.4,0.00,0.00,1630.00,0.00,24.8,0.0,0.0,0.40,61,0,91
2024-11-19T08:15,11.4,0.00,0.00,1600.00,0.00,24.8,0.0,0.0,0.30,55,1,91
2024-11-19T08:30,11.4,0.00,0.00,1570.00,0.00,25.2,0.0,0.0,0.30,55,1,91
2024-11-19T08:45,11.6,0.00,0.00,1540.00,0.00,25.9,0.0,0.0,0.30,55,1,91
2024-11-19T09:00,11.6,0.00,0.00,1510.00,0.00,25.6,0.0,0.0,0.30,55,1,91
2024-11-19T09:15,11.6,0.00,0.00,1550.00,0.00,24.1,0.0,0.0,0.90,63,1,91
2024-11-19T09:30,11.6,0.00,0.00,1590.00,0.00,22.3,0.0,0.0,0.90,63,1,92
2024-11-19T09:45,11.6,0.00,0.00,1630.00,0.00,20.2,0.0,0.0,0.90,63,1,93
2024-11-19T10:00,11.5,0.00,0.00,1670.00,0.00,18.7,0.0,0.0,0.90,63,1,93
2024-11-19T10:15,11.2,0.00,0.00,1610.00,0.00,18.0,0.0,0.0,2.30,65,1,93
2024-11-19T10:30,10.9,0.00,0.00,1550.00,0.00,17.6,0.0,0.0,2.30,65,1,92
2024-11-19T10:45,10.6,0.00,0.00,1490.00,0.00,17.6,0.0,0.0,2.30,65,1,92
2024-11-19T11:00,10.4,0.00,0.00,1430.00,0.00,17.3,0.0,0.1,2.30,65,1,91
2024-11-19T11:15,10.1,0.00,0.00,1440.00,0.00,16.6,0.1,0.1,1.60,63,1,91
2024-11-19T11:30,9.9,0.00,0.00,1460.00,0.00,15.5,0.1,0.1,1.60,63,1,90
2024-11-19T11:45,9.7,0.00,0.00,1470.00,0.00,14.8,0.2,0.2,1.60,63,1,90
2024-11-19T12:00,9.6,0.00,0.00,1480.00,0.00,16.2,0.3,0.3,1.60,63,1,90
2024-11-19T12:15,9.5,0.00,0.00,1430.00,0.00,20.9,0.5,0.5,0.80,63,1,90
2024-11-19T12:30,9.5,0.00,0.00,1370.00,0.00,27.7,0.6,0.6,0.80,63,1,90
2024-11-19T12:45,9.5,0.00,0.00,1320.00,0.00,34.2,0.6,0.6,0.80,63,1,90
2024-11-19T13:00,9.5,0.00,0.00,1260.00,0.00,37.4,0.5,0.5,0.80,63,1,90
2024-11-19T13:15,9.5,0.00,0.00,1190.00,0.00,36.4,0.4,0.4,0.50,61,1,90
2024-11-19T13:30,9.5,0.00,0.00,1120.00,0.00,32.8,0.3,0.3,0.50,61,1,91
2024-11-19T13:45,9.4,0.00,0.00,1040.00,0.00,28.1,0.2,0.2,0.50,61,1,91
2024-11-19T14:00,9.1,0.00,0.00,970.00,0.00,23.8,0.2,0.2,0.50,61,1,91
2024-11-19T14:15,8.3,0.00,0.00,850.00,0.00,19.8,0.1,0.1,0.50,61,1,90
2024-11-19T14:30,7.2,0.00,0.00,740.00,0.00,15.8,0.0,0.0,0.50,61,1,88
2024-11-19T14:45,6.2,0.00,0.00,620.00,0.00,12.2,0.0,0.0,0.50,61,1,86
2024-11-19T15:00,5.6,0.00,0.00,500.00,0.00,9.4,0.0,0.0,0.50,61,1,85
2024-11-19T15:15,5.4,0.00,0.00,500.00,0.00,7.9,0.0,0.0,0.40,61,1,85
2024-11-19T15:30,5.7,0.00,0.00,500.00,0.00,7.2,0.0,0.0,0.40,61,1,86
2024-11-19T15:45,6.1,0.00,0.00,490.00,0.00,7.2,0.0,0.0,0.40,61,1,87
2024-11-19T16:00,6.2,0.00,0.00,490.00,0.00,6.8,0.0,0.0,0.40,61,1,87
2024-11-19T16:15,6.2,0.00,0.00,490.00,0.00,6.5,0.0,0.0,0.20,53,1,86
2024-11-19T16:30,6.2,0.00,0.00,490.00,0.00,6.5,0.0,0.0,0.20,53,1,85
2024-11-19T16:45,6.0,0.00,0.00,480.00,0.00,6.5,0.0,0.0,0.20,53,1,84
2024-11-19T17:00,5.9,0.00,0.00,480.00,0.00,6.5,0.0,0.0,0.20,53,0,83
2024-11-19T17:15,5.8,0.00,0.00,470.00,0.00,6.5,0.0,0.0,0.00,3,0,83
2024-11-19T17:30,5.7,0.00,0.00,460.00,0.00,6.1,0.0,0.0,0.00,3,0,82
2024-11-19T17:45,5.6,0.00,0.00,450.00,0.00,6.1,0.0,0.0,0.00,3,0,83
2024-11-19T18:00,5.5,0.00,0.00,440.00,0.00,5.8,0.0,0.0,0.00,3,0,83
2024-11-19T18:15,5.5,0.00,0.00,450.00,0.00,5.4,0.0,0.0,0.00,3,0,84
2024-11-19T18:30,5.6,0.00,0.00,460.00,0.00,5.0,0.0,0.0,0.00,3,0,86
2024-11-19T18:45,5.7,0.00,0.00,470.00,0.00,5.0,0.0,0.0,0.00,3,0,87
2024-11-19T19:00,5.8,0.00,0.00,480.00,0.00,4.7,0.0,0.0,0.00,3,0,88
2024-11-19T19:15,5.8,0.00,0.00,480.00,0.00,4.7,0.0,0.0,0.00,3,0,87
2024-11-19T19:30,5.8,0.00,0.00,470.00,0.00,4.3,0.0,0.0,0.00,3,0,86
2024-11-19T19:45,5.8,0.00,0.00,470.00,0.00,4.3,0.0,0.0,0.00,3,0,85
2024-11-19T20:00,5.7,0.00,0.00,460.00,0.00,4.3,0.0,0.0,0.00,3,0,84
2024-11-19T20:15,5.6,0.00,0.00,470.00,0.00,4.3,0.0,0.0,0.00,3,0,84
2024-11-19T20:30,5.5,0.00,0.00,480.00,0.00,4.3,0.0,0.0,0.00,3,0,85
2024-11-19T20:45,5.3,0.00,0.00,490.00,0.00,4.7,0.0,0.0,0.00,3,0,86
2024-11-19T21:00,5.3,0.00,0.00,500.00,0.00,5.0,0.0,0.0,0.00,3,0,87
2024-11-19T21:15,5.2,0.00,0.00,490.00,0.00,5.8,0.0,0.0,0.00,3,0,87
2024-11-19T21:30,5.2,0.00,0.00,480.00,0.00,7.2,0.0,0.0,0.00,3,0,87
2024-11-19T21:45,5.2,0.00,0.00,470.00,0.00,8.3,0.0,0.0,0.00,3,0,87
2024-11-19T22:00,5.2,0.00,0.00,460.00,0.00,8.6,0.0,0.0,0.00,3,0,87
2024-11-19T22:15,5.2,0.00,0.00,450.00,0.00,8.3,0.0,0.0,0.00,3,0,87
2024-11-19T22:30,5.2,0.00,0.00,430.00,0.00,7.2,0.0,0.0,0.00,3,0,87
2024-11-19T22:45,5.1,0.00,0.00,420.00,0.00,6.1,0.0,0.0,0.00,3,0,87
2024-11-19T23:00,5.1,0.00,0.00,400.00,0.00,5.8,0.0,0.0,0.00,3,0,87
2024-11-19T23:15,5.1,0.00,0.00,410.00,0.00,6.5,0.0,0.0,0.00,3,0,87
2024-11-19T23:30,5.1,0.00,0.00,410.00,0.00,7.9,0.0,0.0,0.00,3,0,88
2024-11-19T23:45,5.2,0.00,0.00,420.00,0.00,9.4,0.0,0.0,0.00,3,0,88
2024-11-20T00:00,5.2,0.00,0.00,420.00,0.00,10.4,0.0,0.0,0.00,3,0,88
2024-11-20T00:15,5.2,0.00,0.00,430.00,0.00,11.2,0.0,0.0,0.00,3,0,88
2024-11-20T00:30,5.2,0.00,0.00,440.00,0.00,11.9,0.0,0.0,0.00,3,0,88
2024-11-20T00:45,5.2,0.00,0.00,450.00,0.00,12.2,0.0,0.0,0.00,3,0,88
2024-11-20T01:00,5.2,0.00,0.00,460.00,0.00,12.2,0.0,0.0,0.00,3,0,88
2024-11-20T01:15,5.1,0.00,0.00,460.00,0.00,12.2,0.0,0.0,0.00,3,0,87
2024-11-20T01:30,4.9,0.00,0.00,450.00,0.00,11.5,0.0,0.0,0.00,3,0,86
2024-11-20T01:45,4.8,0.00,0.00,450.00,0.00,11.2,0.0,0.0,0.00,3,0,85
2024-11-20T02:00,4.8,0.00,0.00,440.00,0.00,10.8,0.0,0.0,0.00,3,0,84
2024-11-20T02:15,4.8,0.00,0.00,430.00,0.00,10.4,0.0,0.0,0.00,3,0,84
2024-11-20T02:30,5.1,0.00,0.00,420.00,0.00,10.1,0.0,0.0,0.00,3,0,84
2024-11-20T02:45,5.2,0.00,0.00,410.00,0.00,10.1,0.0,0.0,0.00,2,0,84
2024-11-20T03:00,5.2,0.00,0.00,400.00,0.00,10.4,0.0,0.0,0.00,2,0,83
2024-11-20T03:15,5.2,0.00,0.00,390.00,0.00,11.2,0.0,0.0,0.00,2,0,79
2024-11-20T03:30,5.1,0.00,0.00,380.00,0.00,12.6,0.0,0.0,0.00,1,0,74
2024-11-20T03:45,4.8,0.00,0.00,360.00,0.00,14.0,0.0,0.0,0.00,0,0,68
2024-11-20T04:00,4.6,0.00,0.00,350.00,0.00,15.1,0.0,0.0,0.00,0,0,65
2024-11-20T04:15,4.2,0.00,0.00,260.00,0.00,15.8,0.0,0.0,0.00,0,0,64
2024-11-20T04:30,3.8,0.00,0.00,180.00,0.00,16.6,0.0,0.0,0.00,0,0,65
2024-11-20T04:45,3.3,0.00,0.00,90.00,0.00,17.3,0.0,0.0,0.00,0,0,66
2024-11-20T05:00,3.0,0.00,0.00,0.00,0.00,17.6,0.0,0.0,0.00,0,0,67
2024-11-20T05:15,3.0,0.00,0.00,-10.00,0.00,18.0,0.0,0.0,0.00,0,0,68
2024-11-20T05:30,3.0,0.00,0.00,-20.00,0.00,18.0,0.0,0.0,0.00,0,0,69
2024-11-20T05:45,3.0,0.00,0.00,-20.00,0.00,18.0,0.0,0.0,0.00,0,0,70
2024-11-20T06:00,3.0,0.00,0.00,-30.00,0.00,18.0,0.0,0.0,0.00,0,0,71
2024-11-20T06:15,3.0,0.00,0.00,-40.00,0.00,18.4,0.0,0.0,0.00,1,0,73
2024-11-20T06:30,2.8,0.00,0.00,-50.00,0.00,18.7,0.0,0.0,0.00,1,0,76
2024-11-20T06:45,2.7,0.00,0.00,-60.00,0.00,19.1,0.0,0.0,0.00,2,0,79
2024-11-20T07:00,2.5,0.00,0.00,-70.00,0.00,19.8,0.0,0.0,0.00,3,0,80
2024-11-20T07:15,2.3,0.00,0.00,-70.00,0.00,21.2,0.0,0.0,0.00,3,0,80
2024-11-20T07:30,2.1,0.00,0.00,-70.00,0.00,22.7,0.0,0.0,0.00,3,0,78
2024-11-20T07:45,1.9,0.00,0.00,-70.00,0.00,24.5,0.0,0.0,0.00,3,0,76
2024-11-20T08:00,1.8,0.00,0.00,-70.00,0.00,25.6,0.0,0.0,0.00,3,0,75
2024-11-20T08:15,1.8,0.00,0.00,-70.00,0.00,26.3,0.0,0.0,0.00,3,1,75
2024-11-20T08:30,1.9,0.00,0.00,-70.00,0.00,26.6,0.4,0.3,0.00,3,1,76
2024-11-20T08:45,2.0,0.00,0.00,-60.00,0.00,26.6,12.3,12.2,0.00,3,1,77
2024-11-20T09:00,2.1,0.00,0.00,-60.00,0.00,26.6,33.9,39.5,0.00,3,1,78
2024-11-20T09:15,2.3,0.00,0.00,-70.00,28.81,26.6,63.8,71.9,0.00,2,1,80
2024-11-20T09:30,2.5,0.00,0.00,-90.00,343.51,26.6,105.8,115.9,0.00,1,1,82
2024-11-20T09:45,2.8,0.00,0.00,-100.00,668.32,26.6,149.1,160.3,0.00,0,1,84
2024-11-20T10:00,3.0,0.00,0.00,-110.00,900.00,26.3,211.1,223.9,0.00,0,1,85
2024-11-20T10:15,3.1,0.00,0.00,-110.00,900.00,25.6,275.9,289.6,0.00,0,1,83
2024-11-20T10:30,3.2,0.00,0.00,-110.00,900.00,24.1,319.9,333.0,0.00,2,1,80
2024-11-20T10:45,3.3,0.00,0.00,-110.00,900.00,23.0,297.9,307.9,0.00,3,1,76
2024-11-20T11:00,3.5,0.00,0.00,-110.00,900.00,22.3,204.8,210.4,0.00,3,1,74
2024-11-20T11:15,3.7,0.00,0.00,-110.00,349.12,22.0,106.5,108.9,0.00,3,1,74
2024-11-20T11:30,4.1,0.00,0.00,-110.00,0.00,22.0,56.4,57.3,0.00,2,1,74
2024-11-20T11:45,4.4,0.00,0.00,-100.00,0.00,22.0,57.7,58.4,0.00,1,1,75
2024-11-20T12:00,4.7,0.00,0.00,-100.00,352.22,22.3,107.0,107.9,0.00,0,1,76
2024-11-20T12:15,4.9,0.00,0.00,-100.00,900.00,22.7,206.7,207.6,0.00,0,1,76
2024-11-20T12:30,5.1,0.00,0.00,-100.00,900.00,23.8,326.3,326.6,0.00,0,1,77
2024-11-20T12:45,5.2,0.00,0.00,-90.00,900.00,24.5,410.9,409.6,0.00,0,1,77
2024-11-20T13:00,5.4,0.00,0.00,-90.00,900.00,24.8,466.5,463.3,0.00,0,1,76
2024-11-20T13:15,5.5,0.00,0.00,-110.00,900.00,24.8,508.3,502.7,0.00,0,1,75
2024-11-20T13:30,5.6,0.00,0.00,-130.00,900.00,24.8,532.9,524.9,0.00,0,1,73
2024-11-20T13:45,5.6,0.00,0.00,-150.00,900.00,24.8,544.2,533.5,0.00,0,1,71
2024-11-20T14:00,5.7,0.00,0.00,-170.00,900.00,24.5,545.4,531.9,0.00,0,1,69
2024-11-20T14:15,5.8,0.00,0.00,-160.00,900.00,24.1,533.0,516.9,0.00,0,1,67
2024-11-20T14:30,5.9,0.00,0.00,-160.00,900.00,23.4,509.0,490.3,0.00,0,1,65
2024-11-20T14:45,6.0,0.00,0.00,-150.00,900.00,22.3,478.1,456.9,0.00,0,1,63
2024-11-20T15:00,6.0,0.00,0.00,-140.00,900.00,21.6,434.0,410.8,0.00,0,1,63
2024-11-20T15:15,5.8,0.00,0.00,-130.00,900.00,20.9,385.5,360.3,0.00,0,1,65
2024-11-20T15:30,5.5,0.00,0.00,-130.00,900.00,19.8,330.1,303.3,0.00,0,1,69
2024-11-20T15:45,5.2,0.00,0.00,-120.00,900.00,19.1,275.3,246.7,0.00,0,1,72
2024-11-20T16:00,4.9,0.00,0.00,-110.00,900.00,18.4,219.5,189.0,0.00,0,1,74
2024-11-20T16:15,4.7,0.00,0.00,-110.00,498.52,17.6,157.1,117.6,0.00,0,1,73
2024-11-20T16:30,4.4,0.00,0.00,-110.00,63.67,16.9,86.8,37.7,0.00,1,1,71
2024-11-20T16:45,4.2,0.00,0.00,-110.00,0.00,16.2,24.7,0.0,0.00,2,1,69
2024-11-20T17:00,4.0,0.00,0.00,-110.00,0.00,15.8,0.0,0.0,0.00,2,0,68
2024-11-20T17:15,3.8,0.00,0.00,-110.00,0.00,15.8,0.0,0.0,0.00,2,0,69
2024-11-20T17:30,3.6,0.00,0.00,-120.00,0.00,15.8,0.0,0.0,0.00,1,0,70
2024-11-20T17:45,3.4,0.00,0.00,-120.00,0.00,16.6,0.0,0.0,0.00,0,0,72
2024-11-20T18:00,3.2,0.00,0.00,-120.00,0.00,17.3,0.0,0.0,0.00,0,0,73
2024-11-20T18:15,3.1,0.00,0.00,-130.00,0.00,18.7,0.0,0.0,0.00,0,0,73
2024-11-20T18:30,3.0,0.00,0.00,-140.00,0.00,20.5,0.0,0.0,0.00,1,0,72
2024-11-20T18:45,2.9,0.00,0.00,-150.00,0.00,22.7,0.0,0.0,0.00,2,0,71
2024-11-20T19:00,2.8,0.00,0.00,-160.00,0.00,24.1,0.0,0.0,0.00,3,0,72
2024-11-20T19:15,2.5,0.00,0.00,-120.00,0.00,25.6,0.0,0.0,0.40,61,0,76
2024-11-20T19:30,2.3,0.00,0.00,-80.00,0.00,27.0,0.0,0.0,0.40,61,0,82
2024-11-20T19:45,2.0,0.00,0.00,-40.00,0.00,27.7,0.0,0.0,0.40,61,0,88
2024-11-20T20:00,1.8,0.00,0.00,0.00,0.00,27.7,0.0,0.0,0.40,61,0,92
2024-11-20T20:15,1.5,0.00,0.00,-10.00,0.00,25.9,0.0,0.0,2.20,65,0,95
2024-11-20T20:30,1.1,0.00,0.00,-20.00,0.00,22.7,0.0,0.0,2.20,65,0,96
2024-11-20T20:45,0.9,0.00,0.00,-30.00,0.00,19.8,0.0,0.0,2.20,65,0,97
2024-11-20T21:00,0.9,0.00,0.00,-40.00,0.00,18.0,0.0,0.0,2.20,65,0,97
2024-11-20T21:15,1.4,0.00,0.00,-50.00,0.00,18.0,0.0,0.0,0.20,53,0,96
2024-11-20T21:30,2.2,0.00,0.00,-50.00,0.00,19.4,0.0,0.0,0.20,53,0,94
2024-11-20T21:45,3.0,0.00,0.00,-60.00,0.00,21.2,0.0,0.0,0.20,53,0,92
2024-11-20T22:00,3.4,0.00,0.00,-60.00,0.00,22.7,0.0,0.0,0.20,53,0,91
2024-11-20T22:15,3.2,0.00,0.00,-50.00,0.00,24.5,0.0,0.0,0.40,61,0,92
2024-11-20T22:30,2.7,0.00,0.00,-50.00,0.00,26.6,0.0,0.0,0.40,61,0,94
2024-11-20T22:45,2.0,0.00,0.00,-40.00,0.00,28.1,0.0,0.0,0.40,61,0,96
2024-11-20T23:00,1.6,0.00,0.00,-30.00,0.00,27.7,0.0,0.0,0.40,61,0,97
2024-11-20T23:15,1.4,0.00,0.00,50.00,0.00,24.1,0.0,0.0,0.10,51,0,98
2024-11-20T23:30,1.3,0.00,0.00,130.00,0.00,18.4,0.0,0.0,0.10,51,0,98
2024-11-20T23:45,1.3,0.00,0.00,200.00,0.00,12.6,0.0,0.0,0.10,51,0,97
2024-11-21T00:00,1.4,0.00,0.00,280.00,0.00,8.6,0.0,0.0,0.10,51,0,96
2024-11-21T00:15,1.8,0.00,0.00,210.00,0.00,7.6,0.0,0.0,0.10,51,0,93
